,Thoothukudi,Tiruchchirappalli,Tirunelveli Kattabo,Tiruvannamalai,Vellore,Villupuram,Virudhunagar,Ariyalur,Chennai,Coimbatore,Cuddalore,Dharmapuri,Dindigul,Erode,Kancheepuram,Kanniyakumari,Karur,Madurai,Nagapattinam,Namakkal,Nilgiris,Perambalur,Pudukkottai,Ramanathapuram,Salem,Sivaganga,Thanjavur,Theni,Thiruvallur,Thiruvarur
2012-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-04,0.0,0.0,5.4279866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-05,3.1801343,0.0,4.377314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8718495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-07,2.3975053,8.18746,1.8679434,0.0,0.0,3.8333814,2.2224028,4.9143143,0.0,0.0,5.9031086,0.0,0.0,0.0,0.0,0.0,6.3663864,0.0,3.3788936,5.639076,0.0,7.786032,0.0,2.4500844,6.082714,1.8485746,0.0,4.7547717,0.0,0.0
2012-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.762687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4703717,0.0,0.0
2012-03-10,0.0,0.0,7.482231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5851264,0.0,2.987624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.414558,0.0,0.0
2012-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0386295,5.805678,0.0,6.5813265,0.0,0.0,0.0,0.0
2012-03-12,4.1671553,14.365743,4.8283067,8.9933605,8.242088,10.786473,1.964204,19.961246,5.2578316,6.2267165,14.104004,10.236333,5.002416,1.9661467,7.3867226,5.181446,3.5307565,2.362735,17.768917,3.481803,4.4071364,19.518707,11.123065,4.8385324,7.7214956,5.613101,15.0471325,1.1795013,4.9673977,16.760225
2012-03-13,7.7918496,4.714661,11.687847,2.9940004,3.001603,3.5186095,8.11525,5.7805567,0.0,10.880387,4.559752,5.8788004,2.5268073,10.156368,1.0638833,20.989508,2.9224114,0.0,5.4617147,4.154271,16.56283,5.097266,9.623976,5.875084,7.4139466,9.432389,5.484845,0.0,1.1454023,5.4101667
2012-03-14,0.0,0.0,1.0776724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3280147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-15,7.1771617,0.0,10.534832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.38519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1224552,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-16,0.0,0.0,4.6761513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.293036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-22,3.3802767,0.0,8.305261,0.0,0.0,0.0,8.521753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57733,0.0,0.0
2012-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-27,0.0,8.708708,11.56671,0.0,0.0,0.0,0.0,6.626353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.615958,0.0,0.0,0.0,9.32217,0.0,7.662229,0.0,0.0,10.138466,0.0,3.998385,0.0,0.0,3.6124558
2012-03-28,12.075605,0.0,17.728415,0.0,3.9481947,0.0,15.295188,0.0,0.0,27.145485,0.0,4.6932344,24.484756,10.768698,0.0,0.0,6.0789423,13.775135,0.0,0.0,18.329605,0.0,0.0,7.0076985,0.41400808,0.0,0.0,33.34566,0.98892415,0.0
2012-03-29,18.057278,0.0,26.041456,0.0,0.0,0.0,24.81284,0.0,0.0,12.10101,0.0,0.0,18.931568,0.0,0.0,28.920698,0.0,20.320667,0.0,0.0,12.294434,0.0,0.0,11.846451,0.0,12.861479,0.0,27.423058,0.0,0.0
2012-03-30,0.0,0.0,11.386812,0.0,0.0,0.0,0.0,0.0,0.0,4.332387,0.0,0.0,0.0,3.4449925,0.0,15.0852585,0.0,5.230114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.079398,0.0,7.1703634,0.0,0.0
2012-03-31,9.645136,7.958087,12.68784,0.0,0.0,0.0,17.670816,6.7650647,0.0,9.70409,3.6596327,6.848607,11.698979,0.0,0.0,10.494048,0.0,14.822604,6.034543,0.0,13.575945,2.9843607,7.355834,8.202613,8.115184,9.768152,7.14483,20.376219,0.0,7.139043
2012-04-01,5.9935217,3.487222,9.695503,0.0,0.0,0.0,5.858573,0.0,0.0,23.978443,0.0,0.0,13.141652,6.6288476,0.0,0.0,4.2718296,7.590999,0.0,1.0520542,9.09345,0.0,0.0,0.0,0.0,2.1139085,0.0,14.122697,0.0,0.0
2012-04-02,11.624426,0.0,20.693203,0.0,0.0,0.0,18.377731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91834,0.0,11.594517,0.0,0.0,0.0,0.0,0.0,4.689117,0.0,3.9430873,0.0,14.971095,0.0,0.0
2012-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2051353,0.0,0.0
2012-04-04,5.746977,0.0,12.416856,0.0,0.0,0.0,5.854654,0.0,0.0,7.4364624,0.0,0.0,11.765396,0.0,0.0,8.845255,0.0,7.1661925,0.0,0.0,0.86033595,0.0,0.0,3.1861706,0.0,0.0,0.0,14.68315,0.0,0.0
2012-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0324574,0.0,1.9245632,0.0,5.3951993,0.0,0.0,0.0,0.0,0.0,0.0,8.392961,0.0,0.0,0.0,2.23706,0.0,0.0,0.0,0.0,0.0
2012-04-06,8.447359,0.0,15.503222,0.0,0.0,0.0,12.083895,0.0,0.0,3.6694224,0.0,2.989729,0.0,3.3734498,0.0,6.1559815,0.0,8.978706,0.0,0.0,6.50599,0.0,0.0,2.034923,0.0,0.0,0.0,12.8089485,0.0,0.0
2012-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0027976,0.0,2.784863,0.0,6.902576,0.0,0.0,0.0,0.0,0.0,0.0,7.2975183,0.0,0.0,0.0,1.181622,0.0,0.0,0.0,0.0,0.0
2012-04-08,9.776291,0.0,13.991402,0.0,0.0,0.0,8.24811,0.0,0.0,6.288652,0.0,1.7275276,8.0922985,3.4551077,0.0,16.33622,0.0,7.7296615,0.0,0.5148835,4.285132,0.0,0.0,1.4614223,0.0,2.2562482,0.0,10.322057,0.0,0.0
2012-04-09,2.8272452,0.0,7.3773947,0.0,0.0,0.0,6.103981,0.0,0.0,8.995788,0.0,2.9534764,6.9377975,6.9814315,0.0,0.0,0.0,4.8288403,0.0,2.6583614,10.306356,0.0,0.0,1.7350718,2.6318183,0.25239965,0.0,8.187903,0.0,0.0
2012-04-10,7.3799944,0.0,9.442656,0.0,0.0,0.0,6.0419474,0.0,0.0,7.425003,0.0,0.0,10.1043005,3.4907157,0.0,8.935399,0.0,6.3206797,0.0,0.0,4.25812,0.0,0.0,0.0,0.0,0.0,0.0,10.277446,0.0,0.0
2012-04-11,8.448945,3.8638394,16.808434,0.0,0.0,0.0,7.783666,1.7178388,0.0,10.457359,0.0,2.0151367,12.214304,3.64321,0.0,16.33392,3.9217749,5.8793926,0.47594863,1.2206979,3.9385467,0.0,3.8663142,4.9526114,2.3577685,4.5017085,2.9881964,12.069958,0.0,0.55678153
2012-04-12,10.871845,2.9455109,16.160486,1.1949497,0.0,0.0,17.148783,0.0,0.0,5.3328624,0.0,1.2551663,9.248376,2.9851313,0.0,14.650725,2.4477239,10.695871,0.0,1.2766595,0.0,0.0,3.8911712,8.860877,0.0,8.401983,3.2399955,15.401915,0.0,3.595039
2012-04-13,14.640918,0.0,16.419094,0.0,0.0,0.0,7.554553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.255325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.085143,0.0,3.2309546,0.0,0.0,0.0,0.0
2012-04-14,9.802558,2.0793285,15.7210045,0.0,0.0,0.9732858,13.435631,1.1841999,0.0,15.74896,1.295604,0.0,14.410685,4.594836,0.0,10.681636,1.7172323,13.712727,7.6656733,0.0,1.6973394,0.3080435,6.1829376,10.253425,0.0,7.909959,4.225135,17.57191,0.0,4.2121167
2012-04-15,19.618792,1.4323509,28.92582,0.55079794,0.0,0.0,22.870504,2.0432167,0.0,5.391759,1.7278115,0.0,11.842261,0.0,0.0,21.363272,1.6010393,16.508617,3.574972,0.0,0.0,1.3267509,5.7031984,16.510725,0.0,12.707332,4.0623145,18.050648,0.0,4.005454
2012-04-16,8.394544,0.0,12.409439,0.0,0.0,0.0,5.8503323,0.0,0.0,4.98939,0.0,3.5518034,4.7270837,5.6738734,0.0,13.789701,0.0,4.937246,0.0,0.0,7.584262,0.0,0.0,5.7631345,2.4438987,0.0,0.0,6.5789204,0.0,0.0
2012-04-17,0.0,0.0,0.0,4.033389,5.822074,1.573962,4.8640265,0.0,0.0,5.8782887,0.0,7.5431457,3.71985,4.1401844,0.0,0.0,0.0,2.91849,0.0,0.9649098,2.043152,0.0,0.0,0.0,3.8922338,0.0,0.0,6.841391,0.0,0.0
2012-04-18,2.6426723,0.0,4.2901387,0.0,1.6222187,0.0,4.2437215,0.0,0.0,4.0477667,0.0,6.9523325,4.3984795,4.880802,0.0,0.0,0.0,2.5366209,0.0,0.0,10.981218,0.0,0.6514558,0.0,0.0,0.0,0.2246854,6.142523,0.0,0.8560458
2012-04-19,2.7397165,1.5294023,0.6836511,1.944581,1.6343611,2.512019,3.0397947,1.6975456,2.8618414,3.5049276,2.4695363,0.0,2.430264,0.5406274,2.5958061,0.0,1.0929773,2.2763045,1.6295165,0.0,3.638997,1.4990143,1.3556052,2.0260916,0.42239243,2.0194101,1.6236036,3.037712,2.0109372,2.0191374
2012-04-20,3.7209034,1.0416267,14.643128,1.0947204,1.2113134,0.0,3.1082897,1.0503052,1.91884,6.9769125,0.53289145,0.0,1.3973315,2.096293,1.5210195,15.081992,0.0,2.5048122,3.3334603,0.0,11.214932,0.0,1.6627176,0.0,0.0,0.0,2.303638,5.754053,2.051236,3.0289595
2012-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9952688,0.0,0.0,0.0,2.341599,0.0,0.0,0.0,2.307351,0.0,0.0,2.9952688
2012-04-22,10.953922,0.0,20.739506,0.0,0.0,0.0,8.160154,0.0,0.0,4.426093,1.3167924,5.0997167,0.0,12.549299,0.0,14.578682,0.0,6.160203,5.9741697,0.0,22.66341,0.0,0.0,4.0447454,3.465024,2.6374247,0.0,9.032048,0.0,3.4547906
2012-04-23,16.16413,10.804529,41.4512,0.0,1.7960899,2.0638597,23.965399,2.8671458,2.077625,26.149166,2.0264144,11.676028,20.1726,20.199974,2.5853639,36.359303,8.389272,20.881538,8.276707,8.946541,34.791576,4.650335,10.6416025,8.709379,9.412597,10.111337,7.0709143,27.096146,2.310688,7.105447
2012-04-24,39.699726,19.050756,68.95819,9.837445,9.596961,10.489766,44.99554,14.4425125,0.0,42.42691,9.515204,14.067612,42.50839,20.756807,4.9982524,57.83847,19.992336,39.06569,22.735456,12.271329,33.95677,10.745063,16.68298,25.663134,12.744099,23.069927,16.173473,49.40706,4.018423,19.256184
2012-04-25,14.579425,2.5724797,23.404705,9.483023,14.426736,4.351927,18.34547,2.809754,5.6191154,15.057582,0.0,20.5299,9.517873,14.087127,5.4728546,30.339453,0.0,16.415983,5.5303073,5.1631,27.986656,0.0,5.294034,6.62085,9.266003,5.3799586,4.939389,19.495272,8.816769,5.329862
2012-04-26,24.390034,7.3914113,41.066444,4.7644234,4.509507,3.7371392,33.030846,3.9482098,4.93072,24.901329,2.620264,7.0419297,31.503658,13.107632,2.3302622,36.23785,9.567565,26.984146,0.0,7.093478,31.476376,6.7182803,8.633752,12.37237,7.5074873,13.160044,9.087116,37.40447,2.1983118,4.6003695
2012-04-27,0.0,4.386109,13.196189,4.4566584,6.5020404,7.002145,4.3471904,4.0563684,0.0,26.35132,5.8200836,9.818699,18.094591,13.300024,0.0,21.2672,9.784755,6.1756186,1.7128264,10.737907,20.180075,8.384462,2.7194324,5.7531934,10.651348,5.786529,0.0,22.994398,3.3685274,0.0
2012-04-28,0.0,0.0,0.0,3.0682154,3.8289127,0.0,0.0,0.0,0.0,2.0782917,0.0,4.0465913,0.0,5.4768023,0.0,0.0,0.0,0.0,0.0,2.7607849,5.5589304,0.0,0.0,0.0,3.3816886,0.0,0.0,0.0,0.0,0.0
2012-04-29,7.680399,8.412526,22.326214,14.499861,14.09268,9.219908,23.12527,0.0,2.86776,20.6868,0.0,13.276111,21.233057,9.435783,5.90915,28.018896,6.182214,18.455452,4.412844,6.288116,12.2278805,0.0,8.856953,5.2766066,7.867457,9.255255,4.7366667,28.214346,6.6594253,5.6004357
2012-04-30,7.598376,16.404255,22.420954,8.620258,8.016967,8.662431,23.601631,9.523672,0.0,22.087345,8.312888,12.682092,21.335499,17.078533,3.2623484,27.738003,14.290579,23.580933,4.2697887,13.475634,16.437054,17.335865,8.825504,8.9997635,15.173561,8.406974,6.9480743,26.0146,3.463616,4.5442276
2012-05-01,2.6779964,8.496125,16.502136,8.02864,9.815568,7.0775847,17.841711,4.211525,0.0,23.711536,3.1913993,18.931082,15.908158,26.372408,2.3007917,0.0,14.539864,15.398891,5.876906,18.60604,27.310478,7.00425,4.5983124,3.6240735,21.594591,4.715782,6.077347,22.298992,2.5248785,6.283607
2012-05-02,0.0,2.380259,4.762081,7.4113545,8.709389,0.0,6.508025,0.0,0.0,10.540599,0.0,17.914564,6.374866,22.09278,0.0,7.0493455,2.8660266,3.924544,0.0,3.4365668,19.814438,0.0,2.1118217,2.4068053,10.480885,3.0981889,0.0,8.768509,2.904987,0.0
2012-05-03,0.0,4.00877,0.0,4.6051846,3.3187072,4.685459,7.519923,2.4684067,1.1528435,0.0,4.5461893,8.97662,4.652129,5.711139,0.96208304,0.0,0.0,5.1939187,0.0,5.529448,0.0,6.2699637,0.0,0.0,6.3865824,2.174835,0.0,9.521682,1.9409099,0.0
2012-05-04,4.2923484,7.8838463,17.305,5.881728,0.0,9.8141165,9.794309,6.3573084,0.0,13.258871,6.277752,5.2238393,9.424569,17.151447,1.5264263,0.0,8.716758,11.514788,0.0,6.970874,7.01396,7.4677444,6.9750443,0.0,11.447343,6.244031,5.4233265,15.913987,0.0,0.0
2012-05-05,0.0,9.185262,22.239264,4.993539,0.0,7.5845933,8.387833,8.740063,0.0,7.9164786,9.341617,3.0114856,15.13733,13.557193,3.702393,28.272717,6.256825,10.53674,8.334093,11.403307,0.0,9.594659,8.892292,5.919217,9.65536,8.486365,9.317585,13.438264,0.0,8.023631
2012-05-06,3.2778344,0.0,0.0,0.0,0.0,0.0,0.5218211,0.0,0.0,2.0699918,0.0,7.506306,2.6560328,6.321063,0.0,0.0,3.9108264,0.0,0.0,6.3485703,0.0,0.0,0.0,0.0,6.557958,0.0,0.0,2.6469812,0.0,0.0
2012-05-07,5.0692835,0.0,8.258605,0.0,0.0,0.0,10.400603,0.0,0.0,2.6108887,0.0,0.0,6.149358,3.1247807,0.0,0.0,0.0,8.375296,0.0,0.0,0.0,0.0,0.0,5.232126,0.0,6.1950197,0.0,8.510656,0.0,0.0
2012-05-08,6.019621,15.781464,10.892873,10.882695,3.8316746,12.745725,12.599992,7.1501365,0.0,9.61865,8.400282,18.815376,11.616941,13.860015,1.3366759,0.0,13.65734,12.666188,0.91300136,16.90763,11.06101,18.043344,11.657132,8.393684,16.963917,10.210967,11.807293,12.370734,1.9414617,10.40624
2012-05-09,7.1297793,2.9130363,8.245129,0.0,0.0,0.0,7.769202,2.7261407,0.0,3.641326,0.0,5.777143,3.8505728,6.834093,0.0,6.241473,0.0,4.738426,4.522366,2.9189346,5.107698,0.0,3.4876325,3.7807517,6.425688,3.1591046,4.0200567,7.451123,2.188388,5.7150955
2012-05-10,3.1664078,15.5035305,5.4332914,19.343452,19.546692,16.016697,5.9694986,9.872241,1.7742159,14.922531,10.553654,21.968538,10.777624,20.741234,4.9778976,1.9942714,11.580582,8.43283,5.242531,18.190926,15.878508,17.55016,6.90317,0.0,19.757832,5.9990077,8.47138,8.659295,5.3580914,4.391316
2012-05-11,19.377127,29.278654,41.982685,9.210268,7.690028,7.920297,29.700624,4.7869415,0.0,30.374733,0.0,22.09773,33.26098,35.308537,0.0,30.84695,38.227566,21.132572,0.0,36.982365,24.104416,21.66531,12.964564,12.104429,21.917007,19.201902,0.0,31.295713,0.0,0.0
2012-05-12,7.2536497,11.599458,9.869975,7.0947466,6.369663,10.909866,21.11661,8.483666,0.0,13.719439,11.359768,16.122131,17.08311,24.878977,0.0,0.0,7.6034274,21.868895,0.0,11.755338,15.117553,10.732706,17.327671,8.700161,17.640823,17.794533,12.724775,25.380268,2.8005679,0.0
2012-05-13,0.0,23.664316,0.0,3.5915294,3.026468,10.37262,0.0,14.201289,7.4993014,7.5995646,8.243328,21.366499,0.0,15.62044,6.7467275,0.0,14.26513,0.0,0.0,24.705238,6.9420667,25.282074,0.0,0.0,22.55542,0.0,8.179461,5.686542,4.368823,5.3158584
2012-05-14,4.037996,21.4463,5.7127824,21.434864,12.298528,19.602629,12.672506,22.173662,0.0,14.514679,18.13126,22.122429,18.04937,20.346428,0.0,0.0,21.184057,17.25504,20.24147,20.310326,13.70699,19.503832,17.669872,9.528289,19.932625,13.077293,22.5817,13.228332,0.0,20.88306
2012-05-15,4.31023,10.314464,7.778496,8.717775,10.048133,8.512948,0.0,11.677969,0.0,7.90084,7.703102,19.903128,8.522642,22.019606,0.0,13.081014,7.7961507,5.946702,0.0,10.573649,13.936456,10.340695,6.9393697,0.0,18.408028,0.0,10.925147,8.461281,1.9272199,0.0
2012-05-16,0.0,0.0,0.0,3.4791088,4.995907,0.0,0.0,0.0,0.0,0.0,0.0,13.456862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5232553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-17,0.0,15.064855,3.4152184,9.1044235,9.374755,11.867852,6.696506,7.8522005,3.0770009,9.293319,9.545023,12.307971,11.12177,12.100512,5.291827,0.0,13.249094,7.63985,0.0,17.71256,9.217347,14.848117,2.9538834,0.0,14.957415,4.1317863,5.4920845,10.050408,5.5083513,2.9013143
2012-05-18,0.0,6.0413785,4.006136,5.658799,5.648597,4.844656,2.7968912,0.0,0.0,13.430104,0.0,14.810589,0.0,18.259306,0.0,0.0,9.186086,0.0,0.0,11.281518,17.028126,5.6209755,0.0,0.0,16.420582,0.0,0.0,0.0,0.0,0.0
2012-05-19,0.0,0.0,7.45562,9.373159,8.797008,6.5693097,5.798811,0.0,0.0,0.0,3.3676786,11.606378,0.0,0.0,0.0,6.794476,0.0,6.0218596,0.0,2.7781172,0.0,0.0,0.0,0.0,7.60208,1.6471939,0.0,4.943262,2.3919218,0.0
2012-05-20,0.0,6.8872886,3.7060409,4.250853,5.7958846,2.6284566,6.0916195,0.0,0.0,10.035785,0.0,11.578261,6.710617,17.88386,0.0,0.0,6.047323,6.176066,0.0,9.876383,8.996739,5.812753,4.5595603,3.2525895,18.25605,5.7582173,0.0,11.971708,0.0,0.0
2012-05-21,7.464905,11.949227,16.186256,5.5047674,6.768099,7.4786367,17.019653,2.218683,0.0,11.712569,5.617527,13.927895,12.114876,13.6466255,0.0,0.0,11.088264,14.126733,0.0,13.619419,10.317047,11.3456745,5.747605,1.8087018,13.054646,6.0475955,5.79006,20.936424,0.0,0.0
2012-05-22,0.0,0.0,0.0,1.6081659,4.5656023,2.688538,0.0,2.6658242,0.0,2.5097501,2.4678023,3.874381,1.6051986,3.8764775,0.0,0.0,0.0,0.16085307,0.0,3.2729971,2.4910219,2.9688978,0.0,0.0,3.533185,0.0,0.0,0.0,1.6252354,0.0
2012-05-23,0.0,0.0,0.0,0.0,0.0,3.6093173,5.9194403,3.1909926,0.0,2.6028707,2.6122477,4.3860173,3.8230762,1.9761453,0.0,0.0,0.0,5.56596,0.0,3.3727512,0.0,3.8854816,0.0,0.0,4.2805486,0.0,0.0,5.7365813,0.0,0.0
2012-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42715138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-25,2.209327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-26,0.0,0.0,4.6009445,0.0,0.0,0.0,0.0,5.753456,0.0,0.0,4.479626,0.0,0.0,0.0,0.0,8.247507,0.0,0.0,7.8237886,0.0,0.0,3.6706116,0.0,0.0,0.0,0.0,6.88589,0.0,0.0,7.5282626
2012-05-27,0.0,0.0,7.3796372,0.0,0.0,0.0,15.095255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.099253,0.0,0.0
2012-05-28,0.0,11.282908,0.0,7.579651,0.0,6.0474324,0.0,9.770254,0.0,0.0,6.437085,7.3522944,0.0,7.451546,0.0,0.0,6.054109,0.0,12.0198145,11.117813,0.0,11.311653,3.7351778,0.0,9.816435,0.0,9.728615,0.0,0.0,11.069567
2012-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-30,0.0,0.0,0.0,0.78193706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8536816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-31,0.0,11.499834,0.0,14.951492,7.013252,15.078842,0.0,13.137947,3.2474928,0.0,11.780929,9.568408,7.8941507,0.0,4.100714,0.0,7.44047,5.807062,11.761963,10.416867,0.0,11.639301,9.341189,1.9824593,10.036639,6.217663,14.314477,8.276325,2.0517836,12.662298
2012-06-01,0.0,0.0,0.0,0.0,1.8965067,0.0,0.0,0.0,4.432067,0.0,0.0,4.43617,0.0,0.0,4.2381296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3925433,0.0
2012-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0203094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-03,0.0,0.0,0.0,4.3083143,4.232135,0.0,3.6618812,0.0,0.0,11.261789,0.0,5.959435,4.1463833,0.0,0.0,0.0,0.0,5.500569,0.0,0.0,0.0,0.0,0.0,0.0,5.1141214,4.6843233,0.0,9.268909,0.0,0.0
2012-06-04,0.0,3.1715655,0.0,0.0,0.0,0.0,2.229467,0.0,0.0,18.130177,0.0,0.0,7.5196633,2.664474,0.0,0.0,3.0844617,3.427881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9389847,0.0,7.987004,0.0,0.0
2012-06-05,0.0,3.7095544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9330463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
